wallet_address,malicious,bitcoin_spent,bitcoin_received,total_balance,total_transactions
12HfrwMcUL8uUXKw5e5gjQ62nP6PeiQ9mE,False,0,13764,13764,1
1271Yutbo4svJrbLW6PaUhFK1QCNsjR3Vg,False,27386072,27386072,0,2
12MLrv3aA5mTtnaYz6ogsdkRqmCBKMXVRg,False,0,7396534,7396534,1
116GFpKA3pcscedM8XBkrgztM84c8NmcSR,False,0,26000,26000,1
12oPZSBh5cnbjSVMtFncqj3qJSs352wa9Y,False,0,2000,2000,2
12ftzkGXN2WJyow6sZq97yFxPN5UWLUUbt,False,0,1092,1092,2
12941Wtwn6LeMTAKWHffFy3xQjCnrMtKLj,False,0,1414631,1414631,1
12Jp8nnDqWEyMnxPWa1wCiRK1vJvn28owL,False,2922231,2922231,0,2
12YoYzxFGJaiYe5mKW6PZkvthBZgxSy5mr,False,160000,160546,546,6
12B6bWqG1L1DBG8VgQ7ooVXYqVBZheUMFB,False,0,24451,24451,1
12djP5JggLQrFYtBZTSaw7NPGUdNEXPACd,False,0,1452893,1452893,40
12sFjo4ncTDexgs3n3Df3QrdpxHnvWqTJV,False,1170522,1170523,1,3
12GqFPtotdGuJZV92C9ZHFPWQVL4BAyQVA,False,1347005,8651992,7304987,40
12dig9QcBzucbzGkSKqnHRPde43LGTwpzL,False,0,122644,122644,1
12Qoq1MxFKxHKN2pcz7AeAyemuiSwAjN2i,False,0,7843,7843,1
113SU9MZqhY62RpQfEYrQ7HT2o8osyNNfJ,False,0,6753,6753,1
12m9VFf1beYM4prc5Q1oajQL1FuHFUXZfX,False,0,116250,116250,1
12gAW8rBGN4C6LGW4ibhvgg745g5892xTE,False,0,598,598,1
12FPhtihz63Vt5vtm6Bd1BdZXLxjQ7Uadp,False,0,50055088,50055088,1
12YQHTtuGceP6Fnidwt5gpzVyD5CLdUBAA,False,1495346,1495346,0,2
122DoTT2zxRVum8A85iauYVizZ44eWUQPa,False,0,77700,77700,1
12BYt2cLjBUAjmKegj7A6rCrcdPjkDfaQb,False,0,141325,141325,1
12eqmTHHj9qVZEheagc4wF7DzDWPzKGmjV,False,0,993983,993983,1
1261WpycaVQsiVNi5bnG9zPx1YJgDnjLvm,False,4000776429,4000786429,10000,111
115mR1N5pq19XGBsRLh6xn7adLPLStMr8A,False,0,3110,3110,1
12daiFxWjKHXuBdwXfLRcfbqYLxm8RmTrj,False,0,32773,32773,1
12SFvD3AgdFFbks3BsvkuBqb1KfbxNdJjy,False,0,86500,86500,1
121m1cPSdf9TPjmNMYTL8AUxvoz1eMw8B5,False,0,294841,294841,1
126mupsTR1WvBNqNDDd7H71pmtVQpBYb1Q,False,0,10239,10239,1
12fe19CtQYeKRmw4EuKf4WUx1ALE54ckdn,False,559873,559873,0,2
11inSoGextPPwbn79dTLCGFcVFfzWv5yN,False,0,70107,70107,1
12sWEH6mf4SirzAJdbrnCp76DaZ8jZXpSJ,False,0,1548055,1548055,1
12C9UKKHNJojuYFktt5HUWph1FHEep9qWd,False,0,10271,10271,1
12MfTM6NWVBewNaytCEde9B1JqgqUtSqmU,False,14867545,14867545,0,7
12n2RoU8KkcifLf6Y8tkhX27Kbs9CesGRp,False,0,876509,876509,1
12q7gSHvKNeRyfHeuiWYdnyFTLjRcWFcdF,False,0,11294178,11294178,1
12VGARcK9jiWLBRyxsu6nCHSQGNf9Mzc7t,False,0,222219,222219,1
12SALjrAqVciMgBXDYoVqijUEGGaKNttRy,False,0,153000,153000,1
12jeh8hu6kpBh9h9ASc4hknPdBzzYx6M76,False,0,132942,132942,1
12cHuK6BerLeSsLV1MAjktRae33f1ZPr2t,False,0,16480,16480,1
1153FCZ9bDVywMEgwzrCnAmC7QGMbJHjW7,False,0,698483,698483,1
12TM6jhdA7ZChjuu2owJAqRKuQjSjDUvze,False,0,87792,87792,1
12uL67ZaqqqMfG251DrxKEZ89HFXwhijFE,False,0,30199359,30199359,30
12khfGvn5TdkRvGDjbHSq21eHvx4NZKtxa,False,0,980,980,1
12NsJeciJAviDz3bqoeuikodLbDotL18BG,False,0,67323,67323,1
12ZwyfvJy9dMUKFftHoiYDWs1HhR1RvHnU,False,0,103920,103920,1
12EjoTkPNQRMigqUTvvhGCeARMUGjSE3FL,False,0,7633,7633,1
12kip1AKnHrfRCxwf6hL1SrrRYP3GAkFni,False,0,4292,4292,1
12LUvvW3xz1yZZiKEZBe9aTfnomEvS1MxS,False,0,8209,8209,1
12Q8dYBiWcgNMoJ9QRppSMfqCazRea5eoT,False,0,10922,10922,1
127MAeSACrR4fpkmsqhtUz9AELggYoW2nC,False,0,210000,210000,2
112yV3gSTKNNNj4zWApkULnbUpmSpHFGif,False,0,1127,1127,1
12FH9ejYBSCfDyt46cRyKQK2jUFzSaRvKD,False,0,197526,197526,1
12UYYMBrg8FAJH32JWCjHcNNQpXK3S25u8,False,0,662224,662224,1
129eEbP1adDEkg4HMeCuC62ebYqbWhtcui,False,0,181685,181685,1
12a5QwRbUQwdnmGKsAuhUu4AxBZCZ4d7UQ,False,19930480,19930481,1,3
12jwMcWaeF8HLryoGAwxMZkvSvsneAuNAm,False,0,5764,5764,1
12JcPPAGTbLN7Vysodd735vBVceva1jb5A,False,0,2790,2790,1
127kGds84atPGFL4RR98f8DKXTNCjwkagb,False,0,100000,100000,1
12DajpdN5hX9e2byx5Wa9xnJY3EuxkmrUH,False,355781,355781,0,2
12QmDdqkmYFwk7LpV9UKh3ZnLcXypoGsx7,False,0,30300,30300,1
12Fh1fDthbBuWBrici39g2n2CP2g45weky,False,0,24189090,24189090,1
12mjwmaUfLgu9iXp5AbPRpqmkBJg3niUDe,False,1297105,1337105,40000,5
121zURvVneLZNiYpWCGMZazJ9LaaoSc5Gx,False,0,994093,994093,1
114bRiqdRDh471ogeBLhvuPGNnA418LHxa,False,293816,294362,546,5
12gQKxjUemjdLZLuePM4e1kY473YiEQNmC,False,0,226870,226870,1
12rC6H2ZHgJABZfMYw8RGwhhnRb5u2hkZd,False,0,4818006,4818006,1
12TT6Hdho1mrugbQNqtbVnuQBgj2FsY2JE,False,0,1674639,1674639,4
122yUfyyTiuAokHaPFNnoxJynyMQ8Pd2hc,False,3200,5900,2700,3
12nZjqm5uGGuhA9NeSCjZZyFXPfBa7onid,False,0,15646,15646,1
12oWzugcmPg8W7bFxNmkRYTsZCUWPuMkCk,False,0,137835,137835,1
12VfCKoVee58KVQTVSYjAAkJzHVwQEGPNY,False,0,5949,5949,1
12iaBVVfV5PHRFywyVqyasRFZic8Gfx869,False,373969280,373977981,8701,53
12h4yK65B3guRAhip4QYbN7HAtoArYyF35,False,85000,88500,3500,3
12UJBixEL716FUryJdGSYavB2GRmVEZnEb,False,500546,501092,546,4
12AZq8QtEcZAVzthLdRv2kzKHyop4FAzbQ,False,0,189247,189247,1
12XnM8mUsbHtaqjKC6Y5UKBgt7jCKZ56aM,False,0,1150459,1150459,1
125VA5yUgyhM1SF6o3dV6VsrKEekBWHKFu,False,0,41083,41083,1
112z9J67K4LSbgorH7jLrL7u3Uwdx8kUM6,False,0,16557,16557,1
112dumikNcAYMK92g8r8iVNPyeLG6KpxEv,False,69731695,69731697,2,4
12TCjBfHHLHTJu4J9sbSriuNFWexbeWY73,False,6833600,13748913,6915313,8
12K1P7QcGQ78ytRf9nvXKsfzAxy46rKjHL,False,42523277549,42523278094,545,426
12UtizjWdetUsGdE6KuyeW1DamHwnARgTo,False,0,4113433,4113433,1
12GT1HvsZkiYnJgnP4AfejNVJ17uAPA8v6,False,0,3361042,3361042,1
12Ece84vqcZwHeRbCESZfuyA3f4Zh7E4sg,False,0,16626,16626,1
12WNqzAD9NmYriCZMFxrxidVq1UFzGMV4r,False,0,2782904,2782904,1
12czMC7EuVbJn6MxQmqz5ErHobtm5CNZHc,False,0,50810,50810,1
12og9WSRRMsf2Lr3BU2K1iruEfBcu2B2LU,False,0,995887,995887,1
12jrHmRLhCDd9c147165HUtdtuaKsh7wEM,False,0,10291,10291,4
125eNdBRdXBrHEgTmbpBpxnXEitTTTfMMf,False,0,1609,1609,1
123aMx2vdd9eCkpsoz4BoMKb8Zdahs1ziz,False,0,105260,105260,3
12qTJMr37WEzbFhdXeCwC7h2HyFXSYJE2v,False,0,314960,314960,1
12kVoaLFxcNNLDn1iWjfwu6oe8ijQ414aL,False,0,439235,439235,1
124oQUgGKmW3pZTd44K1X77JFz2S1DFFeN,False,0,9632,9632,1
12ajrjktaPB1drs5FbhkiGu9A86oMEdGCA,False,0,2290,2290,1
12QqpW89aVdzCgzNUP3z4DRSkjMyvQeMk2,False,0,404906,404906,1
12VdCPXSBtbKidw8RtbFXJDYwMt9kucx16,False,0,670734,670734,2
115zQN6gAozT45uQNZ3D3ESjDs4JB3QM15,False,0,2823,2823,1
12hTVm4hGp1hRPj6Bttyyz51rRiGBvEa4s,False,0,7427639,7427639,1
12DLdtDSqFYjzh6JDqk1xhyMZ7CaKMvzV1,False,0,150000,150000,1
12XJP2PzeiXweLe27GBHoRnhYadDofhyJR,False,371694856,371715435,20579,5
12hBJuofLvV3CJZHicGpDqRgVWZbEeRiEt,False,0,10506,10506,1
12oZFpjMvaNGBUJs7za1QT9PA2ukYXYebt,False,0,2307000,2307000,1
11B3xAfe3EUxbx5H6mqkSJ4SYgAjsUa5X,False,0,117376000,117376000,1
12jSDJkUorJ9ka3oMsndLurxJZNMY3Hav5,False,0,501484,501484,1
125LPcFZHAoUaHnM1ha3kgfceGE7svVThM,False,0,9562,9562,1
12qoWf8DhctC5SK2fakc9Wfc85yErrBi65,False,0,33,33,1
12sDZxjinvw5Jckiaj2rxwmuVMiLD5NEzd,False,0,807,807,1
12T1ahK3TkjTMA4RrBYBYQZ1vjFespZtx9,False,0,548,548,1
12RKV8R6whxa5M2aEn1HzK1NguToNuuxe5,False,0,10000,10000,1
12XYV4CL7o7NEBiH3TBjbHTUYDcgyymwWC,False,1092,2184,1092,6
1267qzP5zCeGoBcY8o62qVBfFuUjyhYvqq,False,0,6366596,6366596,1
12fihRKEwBERrsa3HDSL8nuMPYUD5xdj9b,False,0,724957,724957,1
12FfEHxQMesBkyHo2cGUYRYRDd1yBjJ2Tf,False,0,1247,1247,2
12QG26F1oJdMKDGrWc3dvt4PrMd5i86696,False,0,19938,19938,1
12cmYKiNN24gUXTx965cUNt6s2kU3sKHbk,False,4000,284000,280000,3
12oSUTiswXzA31VPY8zYP6brsV25xq6HEQ,False,81000,114000,33000,5
12pfggzB5eY2EmLrgWenxqj1jYk1B5LV4w,False,0,341177,341177,1
12ZvN2LVspcESL3bEJYZXTqRzSdj8rZ91A,False,0,27943,27943,1
115tqS24wDrgdpwrti6aga4zuwNJ8kMUJM,False,200000,400000,200000,3
12hawhTo5w5hz773wWoUyMg5PH6Kiqj56X,False,0,21687,21687,1
12ioK82LR85BGh2hmQR9Fbabt13SghRSHP,False,0,190167601,190167601,1
12KPeMWJZi2DttPmXBmv3VJe1PKX3Q4psL,False,0,20039,20039,1
12sjVCRTgkkZDpYWDwACRbCbknrVdyJ3FX,False,0,280712154,280712154,1
12Rft7pUsR5V1xB62pnXCqh8Xig9jp7nrv,False,0,6459000,6459000,1
12XxqTzPDyGpsYGDNFHkWXceEmAte7uzoB,False,0,13150,13150,1
12G9TrEkDEpSXUor65Xz4iPLReYmSo3W1T,False,0,98130,98130,1
12g7AxNBUs9qSEDNMdWdLSwq1Dy4jr3syN,False,0,298858,298858,1
12SKfmwALNgxhU5E64kuW9iaLkX2g38KPr,False,0,15137945,15137945,1
12cpXpyUafxdmUYpBGo7SMfdPDX3unERGX,False,0,88140,88140,1
12cbES75fuBJhjpgWkNAXcgQ15ahEcPt4n,False,0,2500000,2500000,1
115sNagHB7rMjosg6aYfguBek64jNcZUt9,False,0,771732,771732,1
115CWMGFaVovQdkxpb2kL4eK4wQsCxfZFG,False,0,1397,1397,1
12Qtnh5wcUKbXGKCKPyPz37C2k9a4UWVqP,False,0,100000,100000,1
122EqRsUypmF9dxbc7BtQHrVHc1PMSNjp6,False,0,641,641,1
12JDZNW57XKB2rQJRZNYd4s4yKe1bQdyQt,False,0,200000,200000,1
12MDK51mgdfw6zx8DV3Xr8cpSrVH5GaTSo,False,0,999699,999699,1
121f2f2CjmDA5SVKjq5o8aEnvHgkQEmxPY,False,0,1000,1000,1
115RfxcyRJnMyEkhpC8B4edGBX347NAPMp,False,0,6157,6157,1
12trweuoBK1AwQKsvY7jbg3ZmN1KhNPuRr,False,0,2000,2000,2
121hZ75scVR9u3nBpC83XvNcJLMMKSjGG5,False,0,1016786,1016786,1
12FuMPuh72AhrhVQYG1VoYo1Dqb7sRkUia,False,0,5000000547,5000000547,2
12jeE5jdFVmeX2v7g5BmZRVR2uNKxge6j1,False,0,6000,6000,1
12sEH7UkbNtAk9BT6mPsq4w2DXmHayiykE,False,0,9072442,9072442,1
12q4fFhifdSqTSnmixP9TnrtU8m3gz6dkU,False,0,10557,10557,1
12TTkEtQPCjjhGcAvUaKKicpvWqNKHZ3iJ,False,0,100939999,100939999,1
12s4d44QcTPJLcshjCexvSYedWv6Y7VTYs,False,0,162285,162285,1
12JLN9vXH8YtAYfv6dzXSUnRcuEgL9X42X,False,0,998427,998427,1
12KC5KUnU1XHpqpvP2rUReD6Up6ZpaZC8u,False,0,2862,2862,1
12bTxvPDcT51BMJEjTXjM8znCneDGXQKTr,False,33362067,33369860,7793,45
1221xAe3EPH4fkGBhKQsAtuaV21bWbNBFh,False,0,1248,1248,1
126XjJeg7YNThJP5SAfPAJ19MtbhAFAbN3,False,0,2600,2600,1
12gNj2iKd4qbSnprPrr2Qj7CDPqyxatK3e,False,0,916106,916106,1
12rP1PAzHrCFtXcg1xr5uBirsr2wByUTZB,False,0,4503400,4503400,1
12k3WsKt5eawuZzkBd7cL8pzDU1AUi6Bwo,False,0,329357,329357,1
12Yqh4PbNXtZer4zBiGaK4Jp7F16cZ3gTm,False,0,4665,4665,2
12VP5Jg8emtfciPtHoBwAKhqVgf1pJynqp,False,0,2776,2776,1
12KkeJ5tFE5vGg46DrzFcNEzSksZbrRzyG,False,0,135513417,135513417,1
125V3EiG6XrBCZZD92G1rbRGsiHP5f6WS6,False,472168,472715,547,3
115DgoVFXYDSssNnDNY19NfAY3e1rfbWpv,False,0,71428,71428,1
11kgyzFaf1Cmgs44eXxKNJhsAKeTXoNFi,False,19946301963,19946301964,1,10
12WaXxeaahweZqAQ4d6qGEP4fxyyMaBAjf,False,712547040,712547041,1,7
12ZExFgvuGqf6Qz5k8PCqVrRTAa8b9g3xD,False,0,2813100,2813100,1
12NafZM5gSTXo8Hxz1nwNx5bwSLbbCvqQp,False,0,119993,119993,1
12X1vhBDWYFcxmz8jvL2Av7sw69PUYzsxV,False,0,163840,163840,1
12Ckdg3CgqTa5C58Pkqapy25wdordto7gs,False,0,1452,1452,1
12MEpABcBoCdv5vXEWnPLgLtLpWgyPn6K2,False,3454,5638,2184,5
12TcHhe5ww4G9UkYcAg1s9frH2gRew747Y,False,0,6247,6247,2
113fWh77ngXH89ZdEbKWpFioXddf9tkEYL,False,0,1340542,1340542,1
12qNVmbwzVFjRBpugyiChWpEKTLUKWmKRz,False,0,200000,200000,1
12m8KLRvcRrYuz4gzcSd9UfmQZ2jxHvUnk,False,0,45451300,45451300,1
123JdRPgmvyo8W7R47FpC1hSTpvGE9CTgn,False,3339125,3490223,151098,8
12fDeEn8WwevZ7gRBMhBuPHpVvmZSveJ5f,False,0,2102671,2102671,1
12P7cWfSsjg6Dpj3a43T4ho3PSgHHYhKsR,False,0,120000,120000,1
12khoBLHJDxqmwbUbWKdQ5LK1dskh7oytF,False,0,3178000,3178000,1
122MWESaYgnyvZbpNPhEBZ8VKrPzE4QWB2,False,0,3266781,3266781,1
12bLf9efukn2oyXe34vQjXR2s3cXmkCyF6,False,0,136820,136820,1
126QYL5La6wXgQWTAK1dyi5s3g2BcjN9zt,False,0,50674,50674,2
116HWhm6CPHKwZ3k6zrCT5oWpPh9q7KVN4,False,0,187200,187200,1
12XYR8rm4HNcDihRWdBXHuEfaUhb5C66bk,False,1010908599,1011784287,875688,525
114KFbroEtAC12Q7CoxBwnux8N2xcxS33L,False,0,15971693,15971693,1
12cMbiTG43U9mnhveciWW3LA35PpVhwQEA,False,0,26851,26851,1
12ewAwRSw2n1jm9s153WP3XrrFwY7m8VEL,False,0,10410,10410,1
12omXmMMtk8pnQDTgXYzzMcQJ3bVz4e38p,False,0,2500,2500,1
122fJ45SMdfeBZRQhCQeWDYM2vKURWoBDz,False,0,1000811,1000811,1
12pLuZgJaKk2rMevkBBDcnHiDVRA4wxt54,False,0,85782,85782,1
126WJjVUjtNPrSm1fRutkPYy2zyVZtouHF,False,0,33668,33668,1
112wa6dJAyFs4YBjnT8D512aam2g2Z2K4a,False,0,304746,304746,1
1125bLj8yM1N2sBb4zuLyhgEa8LkSqsMM7,False,0,10226,10226,1
12NVNdJszRyU6U3P5JWPk4H9tYSxT6VZou,False,0,24815,24815,1
123wVoMpXviq9voZ9TWCHvyizMJjVw1R2u,False,0,1000,1000,1
112jZi47NNGhfguBXP6LDw3WSBd44P7wKV,False,0,506351,506351,1
12pKZTKs7xrfdUm3cAgAmz2UjzabJtMcp7,False,30294385,30307475,13090,15
12D6mcR4o9JjZTru5YNgQQDpEDRwyZQKJx,False,191000,191000,0,2
12hUkj8bBy4ru6NUrmR1J6AStW2yPbxQgU,False,0,125488,125488,1
12ofmrrkxbbRkhgXFaSVEPbCfAjp2AsttE,False,0,5742,5742,1
12Pa2mFHXccMHeweXL3ZnoJMYrk1ge82g3,False,0,1015024,1015024,1
123tKzesmPdde1jz3w2Kj3iiA14wv9aTe4,False,0,16034,16034,1
12JzTuC2mgtd1Gc2HFA33Aom5YJzWZrmNp,False,0,16126,16126,1
12K2r7JS6K452TNDzFYK4xNLX8Wz9J381F,False,26200000,26246252,46252,2
12TwRx81Crph9jdhDDNXXsWPe17bdrpbF5,False,73129565,73166123,36558,15
12Gi8SCmj83Nv7VsofeMaQ7cJb5K3VGoUp,False,0,18325348,18325348,5
12nCv5HKYWWmPfDwDaWhtZMu5Ry2NMH7mi,False,6433,6979,546,3
12C42usyLi7d4Wz79n9rm9enhi3si1DqiY,False,0,2500,2500,1
12Y256drbMRfLMs2VvwtgjVdijdrvYssHm,False,0,12158,12158,1
12aDUX2KQ1vFM2qy1CxuGA9kwVnYePUowt,False,0,1000000,1000000,1
12jRFf2WDpKfBvEYqTf4aVDohjTwTAz39V,False,0,2998262,2998262,1
12iCGpBbeoR5vBmxZ7cMyWRp5CG4vT9wEn,False,0,412662,412662,1
12ct36yWSwUc2cCjfceXKVbq5RJ54t2LaC,False,74955096,74955097,1,3
12bfi46kbAvLRTvwJ4vszz6LJ4E13Qj7NX,False,0,23601,23601,1
12DG75ky4EMQ6VnMcBfSo4rYsNR9rzABtr,False,0,12615,12615,1
12m6FcnHAsfJF7Ba2naSKJNnP5nNcoXsXc,False,0,2828,2828,1
1283mXR6Fx9PQgavBV4FQ3mcrq7T7HRMsA,False,0,11000,11000,2
12hBDa95Mvxyb5HouKyVus9pyaWfuuWWLh,False,0,377788,377788,1
12VsmiaaC6HdconNeu871hmy3uSZofwWBr,False,0,8571517,8571517,1
113QZQ6uXti8xkye5U87TWanxgjidMvsax,False,0,3718,3718,1
12pjT9Y8JEyWZe1LPK1HpMB1XzYBcyA22r,False,0,350000,350000,1
11ZdnsJFbAmE5wp9Bn5WxwkWEe1qqVFNu,False,16502,500546,484044,3
12cgTcKsgPZLDKsZMpALCm5x9ctpovrRPZ,False,10290000,10300000,10000,5
12oUefo7PNBmYsnzLQNSRg95wrxBt2thRm,False,546,2184,1638,5
122w8eAKheHrASHQEyNVNvqYnWBfwWxig7,False,3000,4092,1092,4
12iBAo9Cpv6GU6NvddMJBPbN3pAzKbYRcL,False,0,16249,16249,1
12EZGV5J8jofR2wFw831oFzxuZGQwTUtTN,False,3120150,3152450,32300,10
12pUNGBjrZzwyf76PR3pVD7Ukjt61VQUxF,False,3100000,3102627,2627,3
128K91jSi5TuePg5eEeNDjPG7tMaCvqHHq,False,0,132,132,1
12LZHmeE7fVofcZhTs1EdaXB8vrD2XVvwD,False,0,205143,205143,1
12cM4EnnGQ4jchg91HEVaJhTLV38cZz1fw,False,0,21700000,21700000,1
12sYX6NUuwcTst7FrWAK7wCvNrMCpU6i9K,False,0,211680,211680,1
12ZgLnwFH5qAQx6ZYNFtfKQ251fyF9prrS,False,0,5753,5753,1
12n6r2CUvrpo11SnHd7aNTqtb9KEp3mho4,False,0,210569,210569,1
12aQMY8utr8YLRUzG9vkHQfT9Ca5nczcAb,False,0,32206,32206,1
12hEgNXbowxidNKd2KugP7p8ufw3x5Guja,False,0,609272,609272,1
122HjK1xXhj5AjNyQtjaveVvwYxmxamgec,False,41605592,46594682,4989090,5
12aSSfp3bxvSYzAVgDL51R7XUCvA7DaEHN,False,0,1317293,1317293,1
12GebY2wsjSnfWwSwJTFshoKxcqEmqdWJX,False,0,490871,490871,1
1262rtrdhG7UoJeEB6qjQp1raGcRW6voDS,False,3051100,3051101,1,5
12j1c7Facv3Q5aLtFovuRyU719HzrMnKGm,False,0,47531733,47531733,1
12YMBJhW75HABVRY1PZGtcNMPiekxqJr9d,False,0,933172,933172,1
114KuXegTEapZ1R5CWfAn47B8AQsSxz42a,False,0,6840000,6840000,1
12B2MjKkaQQZSUJCyhN8Teanf411R6cuUg,False,9342209,9351442,9233,3
12MXBrpVuZmgjH2bRU7WEm8KYrG6qdKJF9,False,0,107967,107967,1
12QdTR1fEmos7K5t9EW6ymZkACCHZfsxTo,False,56042,212647,156605,3
12fWikQv9KCUYSGBh7N6eNRg3wpME7v7pk,False,9604690,9716773,112083,11
12q2X6K4nfvwyyNFY6z8o6foTRByom9qjM,False,2083641054,2083646778,5724,260
126WaNTAVtrsAE6cgWawiJcM3vybPJ68ms,False,0,975690,975690,1
12QEVYVPfptBGZAZjveXeSQ57yzmqxqjPS,False,1579925920,1601217709,21291789,9
12eSBHeBoZF3DTHP4yYMgDcPsSKKJYJTe3,False,0,777289,777289,1
12makScxQAoPdSEtN4i7hgbfEiSXYRXURt,False,0,763470,763470,1
12sEvr2uGeewoqiggv753kqR3dMLuVvfks,False,0,1000,1000,1
12Jqs1oBjg6rrK37GwNXA9XjnYLvSt8tF9,False,0,1004465,1004465,1
11YrcxrHVVXN9n645ZSX7FNPNFqT9RvVv,False,0,1,1,1
12GMB4MxjC1h4aWQmLZ3cmnKSc2ZgTnChz,False,0,80000,80000,1
12VTwcKsP6MC87tZ74CHMsgkR55fs8xzZT,False,0,129192,129192,1
129bPQCtvCNegdUXJBTKiMSxoY8zPiUYeQ,False,0,1250315,1250315,1
12TAZrCDgKJt2HmE5NL5g5ZgmXagEg9iE7,False,0,111443,111443,1
1236RzM5hPo1wjVouPvN9CzTayd2prQjrE,False,0,3208,3208,1
12bZsmTvxKuYGufrhzMRC2bPj5K49MUs6U,False,0,1346412,1346412,1
114Pr7jUZwEg5SW5nBBN5DBbc5SuoprVuX,False,0,8730,8730,1
12h6r99Z3Yxe19CAfRpdw4w5waNPdn7XDa,False,0,26148,26148,1
12DxZengPs1dLpJWKzL82AQZgDWm7rGS15,False,0,1596,1596,1
12rGFsKq1GtN1PVczdNE1QHuQV18Q5UdA3,False,0,500002,500002,3
12V87S9CSfE1jdHkiWpZiDSA2ESGhgj86t,False,0,15000,15000,1
12Km2wgQQmVug5g8BnDv7KcCuAkarPpoDM,False,0,18031347,18031347,1
1216XqKewueq3fRukemufV6HQEEYLLB1RG,False,0,216460,216460,1
12kGwoYpUwV8qVYhS5YJh7aB6C7F2VYcme,False,11259846,94259846,83000000,4
12X7MGbjzbo8GZbbxqA2tu8A1ubVAVq8rd,False,0,4137,4137,1
12JMFqAFu89Acc3qLnMxM5SVtfW9gveisu,False,546,18564,18018,35
1138tr7cJuvbKtz6cyb4MRNj7mWmSHHSj4,False,0,177217,177217,6
12XQ3kN9uDuxMZ1hfJhzxXeN6QjvUmFqZq,False,0,6682,6682,1
12GgpayHdyqMVXE3p2SGYTHCuQmsXZtAuM,False,0,2771,2771,1
12RVwR6o5rhkASH2eofesrpEXHcVNsGXu5,False,0,142038,142038,1
112khF624CVNhRpdBdWByAiRtcyphZB8q,False,0,11690,11690,1
128x3RyYU1QLnu2LaHPnkK7rz9hEWA3uzA,False,0,109661,109661,1
124pFARCDRKxUWJScS3x2eh9iPeEB4UT8b,False,0,30000,30000,1
12Ei2qaBPyCdoZetEoxG3XJKZBd13F5XHr,False,0,17000,17000,1
12SjniMHhsR7mcRhv6AyAE6jCQ7rU6njpN,False,1637879069,1658877671,20998602,138
12q3KYzZbpPLyai7U2T9auEbigo1YPtJgS,False,19643247,22031585,2388338,3
12QNRLfCbM5EhKSEGHbk8pb9GkwuZqza28,False,0,1847,1847,1
12oTuEeLhAGVmwmZgHmXoiHtwse9YNV67c,False,0,1396787,1396787,3
12UKxMJDHhnr2a9wyaGKR8aRXvUZoHok4n,False,0,20870852,20870852,5
112V3DfW4uhjnumFkYp773ijagSsZzCz8R,False,2000000,3000000,1000000,3
12fy5Yyt3stUfDRVJdyFHBbCHxvFsHBZ4Z,False,0,100000,100000,1
12rTeKb14XCdoxCUMjBFjjWnV9NDvsx4U8,False,0,6837,6837,1
12S4ARr6qVoVdu9GWC6FPrRtpLdRZ77SbN,False,0,508135,508135,1
12RWUqU7zLRaJXDnDoYJEgb9YwCn6gvX6Z,False,0,94118,94118,1
12UPU5LWCBiTFvwGqwDg7RgL44yHf1ty9o,False,0,546,546,1
12J3sTBfVjJ9YNj4SqUJeWBMaRkky5P1qo,False,0,74140,74140,2
12K5a38VzW9EEY1aEzCW8VqZG6R6rCHpmk,False,0,5300000,5300000,1
12TLtXWXPahq378Mnk1kvm1YzWY2PkGNuf,False,0,9850000,9850000,1
127oR7cugayegJF2FVmReDcPjEwYexMtcu,False,0,1000,1000,1
1233h69raszo8EH8Mq9ig2fFhxj2GMScuu,False,0,6001,6001,1
12ns7nXmbiUJQ7VxQsAdoUSex14ZAKB7Ne,False,0,263680,263680,1
12nPXTms6hHBo9ogYmEQnq88izFA9Rur7u,False,0,22591,22591,1
12HT36x4DsL4qXdFtpsZQJoi5bqguUJac9,False,179973867,180000000,26133,2
12MmLmF7z4eMuQAHtgoxFxNSxR9WDCG7X6,False,0,34588,34588,1
12eZZm9rVDfsy9uz1WcKYnXXZDYrxRHikJ,False,0,30688,30688,2
12p2UPh1YR1CSFGaAXV3qMJn5E2UtSgRdV,False,901375409,951375409,50000000,24
123cAUeM1FcmWHVaUKFtDsoNG6UDv7Z7m1,False,0,690,690,1
12hJnK9hhLebp4mCk9gcwo9L7yD11LozNe,False,0,2259,2259,1
12AyQLBhFierZqJi3oppks9Z2BfwbRx9Q9,False,0,219000,219000,1
114kooWWvc9o7vryLZntJFYjPNnNmhMyRN,False,0,1000,1000,1
125ZFaNG1eaCvCkidwwZQxc5YqbNTatLEa,False,0,268380,268380,2
12sskaZuyQwgDgRKMEMX5ruEhE3af3RfXL,False,0,16930,16930,1
12oD5Rvxp7fVUBTCo6ZNre4LV58NRXq9FD,False,0,299731,299731,1
12D4XKKACzoTDbDy8hCmQmoFFEamFqEG4m,False,0,8438,8438,1
12rGscNbQoixQDFbgAGFEWHqpAJEpgxLQf,False,0,830,830,1
12RqEsCgArx3P7eayzBSKRRiUe6YmEWFdM,False,0,1631,1631,1
112eLPuHPWLubMHkv7sQofwb2hSbRkr72P,False,0,58049500,58049500,1
121W6wqVYfMMPRTcqVBSU7wsqeKPDs9Xyc,False,0,216351,216351,17
12omuB2vpBWi64mGdepdxoEqqPn1H9GvxY,False,0,366335,366335,1
12DrxriFTxeSUJsiftFVU9Xzw5HeTRfR78,False,0,53600,53600,1
