4,4,0,2,42.72182447,167.7031402,42.72182447,167.7031402,52.26315789,209.4847921,0,884.3300752,884.3199249,884.3300752,884.3199249,28,26,0,0.001189768,1
0,0.01053,0.01053,1,0.58349721,0,0.58349721,0,2,0,0,0,0,0,0,0,0,0,0.002386635,0
0.21960319,0.23303,0.01342681,2,1.19E+03,0,1.19E+03,0,2807,0,0,1.17646012,1.353488692,1.3000623,1.518804875,8356.666667,11815.28291,0.12360218,0.016129032,0
0.5,0.5,0,2,1.543557727,1.577706173,1.543557727,1.577706173,43.33333333,183.0621371,0,0,0,0,0,0,0,0,0.001115449,1
0,0.010011,0.010011,1,0.257341,0,0.257341,0,2,0,0,0,0,0,0,0,0,0,0.000520562,0
4.8,4.8,0,8,16.13534083,46.82518834,16.13534083,46.82518834,220.0909091,563.8567067,0,3.863808665,3.971129482,3.863808665,3.971129482,2,0,0,0.004605642,1
0,0.00002607,0.00002607,1,0.34674136,0,0.34674136,0,49,0,0,0,0,0,0,0,0,0,0.009009009,0
2,2,0,2,2.555046325,0.987837348,2.555046325,0.987837348,2.1,0.435889894,0,75.08146685,74.91853316,75.08146685,74.91853316,2,0,0,0.001212121,1
49.52164304,49.52164306,0.00000002,142,1.11E+04,8.68E+04,1.11E+04,8.68E+04,1363.444444,6064.246945,0.000105238,0,0,0,0,0,0,0,0.050786838,1
0.00001092,0.0000273,0.00001638,7,3.09E+03,7.57E+03,3.16E+03,7.73E+03,498841.7143,1216618.322,67.51287081,2.16E+04,0,2.21E+04,0,3478935,0,472.589361,0.011146497,0
2,2,0,2,9.040750152,27.58009602,9.040750152,27.58009602,3,2.144761059,0,0,0,0,0,0,0,0,0.001217285,1
1,1,0,2,43.39808211,0,43.39808211,0,2,0,0,2.76977518,0,2.76977518,0,8,0,0,0.001289491,1
0,0.00453915,0.00453915,1,0.022401033,0.001114448,0.022401033,0.001114448,2,0,0,0,0,0,0,0,0,0,0.002155172,0
1,1,0,2,49.8877937,0,49.8877937,0,2,0,0,1.74942708,0,1.74942708,0,4,0,0,0.001362398,1
57.66,57.66,0,20,63.71856675,244.8821712,63.71867488,244.8821954,231.9148936,616.3143654,0.000108121,2.32E+05,1.04E+06,2.32E+05,1.04E+06,3513.142857,14451.38135,42.63031704,0.00728863,1
