0.0050273,0.01003149,0.00500419,3,7.998761667,11.98327011,8.103240195,12.1958806,11120.33333,24535.60996,0.104478528,455.7085636,455.7035363,458.5803477,458.5703162,789977,789974,2.871784105,0.002811621,0,,,,,,,,,,,,,,,,,,,,
0.000498,0.000657,0.000159,2,0.0062434,0,0.0062434,0,2,0,0,0.000498,0,0.000657,0,2,0,0.000159,0.001713796,0,,,,,,,,,,,,,,,,,,,,
0.3673,0.3673,0,2,0.99983088,0,0.99983088,0,2,0,0,0.36718666,0,0.36718666,0,2,0,0,0.001328021,1,,,,,,,,,,,,,,,,,,,,
0,0.04892377,0.04892377,2,0.780619379,3.255650027,0.780619379,3.255650027,25.86956522,96.12234249,0,0,0,0,0,0,0,0,0.007220217,0,,,,,,,,,,,,,,,,,,,,
0,0.00000977,0.00000977,1,0.01884379,0,0.01884379,0,2,0,0,0,0,0,0,0,0,0,0.003472222,0,,,,,,,,,,,,,,,,,,,,
1.25,1.25,0,4,0.801450185,0.798974815,0.801450185,0.798974815,2,0,0,1.71123271,1.53609873,1.71123271,1.53609873,8,4,0,0.002256063,1,,,,,,,,,,,,,,,,,,,,
0.00000705,0.00001252,0.00000547,3,0.012771547,0.045191176,0.012781584,0.045188347,2.952380952,0.212958855,1.00E-05,0.00000705,0,0.00011937,0,3,0,0.00011232,0.001431981,0,,,,,,,,,,,,,,,,,,,,
0,0.00000546,0.00000546,1,2.33E+05,0,2.33E+05,0,708410,0,1.32180677,0,0,0,0,0,0,0,0.001623377,0,,,,,,,,,,,,,,,,,,,,
0.5,0.5,0,2,1.450112294,2.532533207,1.450112294,2.532533207,2.5,0.866025404,0,25.0050001,24.99499991,25.0050001,24.99499991,2,0,0,0.001091107,1,,,,,,,,,,,,,,,,,,,,
0.6828,0.6828,0,4,10.6597057,0,10.6597057,0,19,0,0,0.46095576,0.21769482,0.46095576,0.21769482,13,11,0,0.002463054,1,,,,,,,,,,,,,,,,,,,,
